"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Chile","CHL","Population ages 15-64, female","SP.POP.1564.FE.IN","2313922","2359792","2404918","2450874","2500339","2554508","2606364","2663670","2725217","2788816","2853446","2920549","2988715","3058245","3129883","3203782","3278636","3354759","3431844","3509399","3587002","3661569","3736915","3812442","3887215","3960772","4036645","4110384","4182635","4254563","4326520","4395639","4466477","4538052","4609469","4680688","4750946","4823014","4896515","4971161","5046968","5129300","5210266","5291541","5374831","5460274","5546872","5634847","5722321","5806443","5885306","5955782","6022131","6085481","6148558","6213216","6291312","6373512","6451163","6513717","6554730","",
"Chile","CHL","Women who were first married by age 18 (% of women ages 20-24)","SP.M18.2024.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","35.556","35.108","34.588","33.994","33.332","32.614","31.855","31.076","30.301","29.544","28.821","28.138","27.493","26.884","26.313","25.779","25.276","24.799","24.349","23.929","23.555","23.248","23.015","22.856","22.758","22.707","22.682","22.656","22.598","22.484","22.286","21.979","21.567","21.06","20.471","19.818","19.124","18.421","17.742","17.112","16.556","16.092","15.713","15.412","15.184","15.021","14.914","14.841","14.78","14.712","14.613","14.463","14.258","14.002","13.7","13.369","13.031","12.711","12.428","12.187","11.99","",
"Chile","CHL","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","SL.WAG.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment with advanced education (% of total labor force with advanced education)","SL.UEM.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05000019073486","","3.21000003814697","","","4.48000001907349","","","5.82000017166138","7.05000019073486","","6.51000022888184","5.75","5.80000019073486","5.42000007629395","4.8600001335144","5.17999982833862","5.07999992370605","5.88000011444092","7.01000022888184","7.01999998092651","6.80999994277954","9.38000011444092","",
"Chile","CHL","Labor force with intermediate education, female (% of female working-age population with intermediate education)","SL.TLF.INTM.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7099990844727","","49.3499984741211","","","52.7799987792969","","","51.6800003051758","","","49.7799987792969","55.3600006103516","57.0099983215332","56.4199981689453","56.7700004577637","56.9000015258789","55.7299995422363","55.810001373291","55.939998626709","56.2900009155273","56.0099983215332","48.6800003051758","",
"Chile","CHL","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","81.19","81.39","81.45","81.48","81.55","81.58","81.2","81.18","81.21","80.07","79.6","79.06","78.69","78.64","78.7","79.37","79.57","80.21","79.43","79.41","79.82","79.51","79.43","79.37","79.67","79.08","79.17","79.09","78.7","","",
"Chile","CHL","Average working hours of children, study and work, ages 7-14 (hours per week)","SL.TLF.0714.SW.TM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","","","","","","","","","",
"Chile","CHL","Child employment in manufacturing (% of economically active children ages 7-14)","SL.MNF.0714.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.85","","","","","","","","","2.89","","","","","","","","","",
"Chile","CHL","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","SL.EMP.VULN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3299996852875","27.9399995803833","27.6700000762939","27.460000038147","26.9900000095367","26.7800006866456","26.4100008010864","27.8000001907348","27.4899997711181","27.5699996948243","28.360000371933","28.6699995994568","28.8499999046326","28.740000963211","26.9700005054474","26.0000001192093","24.8200005292892","24.3699995279312","23.2699990272522","21.8100001811981","21.7900003194809","20.9199991226196","21.1600009202957","21.6800001859665","21.4999992847442","22.4100003242493","22.98000061512","22.8499997854233","23.0300002098083","","",
"Chile","CHL","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","SL.EMP.1524.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9220008850098","39.576000213623","39.398998260498","38.3370018005371","39.125","36.0139999389648","35.576000213623","34.1599998474121","30.3360004425049","29.2339992523193","28.1410007476807","27.423999786377","27.3430004119873","27.5310001373291","27.8020000457764","28.5869998931885","29.1420001983643","30.2210006713867","28.2479991912842","30.4750003814697","31.6870002746582","31.0860004425049","30.4559993743896","30.0599994659424","30.1590003967285","29.2140007019043","28.4459991455078","27.6030006408691","25.4799995422363","19.6650009155273","",
"Chile","CHL","Average transaction cost of sending remittances from a specific country (%)","SI.RMT.COST.OB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89714348591563","6.54161324786325","4.92","4.33713247376492","5.22072519692077","3.49555090138703","4.25474420189857","4.58648055791855","2.643911","7.567058","",
"Chile","CHL","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","2.7","","1.5","","1.8","","1.2","","1.3","","1.8","","","1.7","","","0.5","","","0.5","","0.2","","0.2","","0.1","","0.2","","","0.4","",
"Chile","CHL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240.58000654","259.32990425","281.86524527","304.07953421","321.73330382","330.41247754","393.13632954","442.12142443","484.1312717","545.92218426","579.59398512","649.6198116","723.84637716","796.00884821","849.23201162","904.91872643","991.35468402","1118.43274915","1151.5496419","1234.30864605","","",
"Chile","CHL","Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure","SH.UHC.OOPC.10.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Prevalence of wasting, weight for height, male (% of children under 5)","SH.STA.WAST.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","0.3","0.3","","","","","","","",
"Chile","CHL","Mortality rate attributed to unintentional poisoning (per 100,000 population)","SH.STA.POIS.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.2","0.5","0.4","0.4","0.4","0.5","0.6","0.5","0.5","0.3","0.4","0.2","0.3","0.2","0.3","0.3","0.4","0.4","0.4","","",
"Chile","CHL","People with basic handwashing facilities including soap and water, urban (% of urban population)","SH.STA.HYGN.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Risk of impoverishing expenditure for surgical care (% of people at risk)","SH.SGR.IRSK.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","12.9","12.3","8.5","7.7","10.6","6.7","6.5","5.2","4.9","4.6","4.5","3.7","3.6","3.4","3.4","7.9","8.5","",
"Chile","CHL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.6742901802063","","","","","","","","","","3.77640008926392","","","","","","","","","","3.40639996528625","","","","","","","","","3.17670011520386","3.1586000919","","","3.0999999046","","","2.6700000763","","","","2.72","2.62","2.54","2.51","2.41","2.31","2.33","2.29","2.28","2.27","2.04","2.22","2.17","2.17","2.12","2.14","2.12","2.11","2.06","","","",
"Chile","CHL","People using safely managed drinking water services (% of population)","SH.H2O.SMDW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.09302425","92.59391052","93.07063436","93.47617698","93.88457656","94.29474878","94.70764542","95.12258641","95.54008597","95.95954891","96.380973","96.80474805","97.23040346","97.65809925","98.08776264","98.38247341","98.57763407","98.77024025","98.77136341","98.77136217","98.77136473","",
"Chile","CHL","Probability of dying among youth ages 20-24 years (per 1,000)","SH.DYN.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","4.9","4.8","4.8","4.7","4.6","4.5","4.4","4.3","4.1","4","3.9","3.8","3.7","3.7","3.6","3.6","3.6","3.6","3.5","3.4","3.3","3.2","3.1","3.1","3","3","3","2.9","2.9","",
"Chile","CHL","Prevalence of anemia among non-pregnant women (% of women ages 15-49)","SH.ANM.NPRG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.5","8.3","8.1","8","7.8","7.8","7.7","7.6","7.6","7.5","7.5","7.5","7.6","7.6","7.7","7.8","7.9","8.1","8.4","","",
"Chile","CHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","10.8333333333333","10.8333333333333","10.8333333333333","10.8333333333333","12.5","12.5","12.5","15","15","15","15","14.1666666666667","14.1666666666667","14.1666666666667","14.1666666666667","15.8333333333333","15.8333333333333","15.8333333333333","15.8333333333333","","22.5806451612903","22.5806451612903","22.5806451612903","35.4838709677419",
"Chile","CHL","School enrollment, tertiary, male (% gross)","SE.TER.ENRR.MA","","","","","","","","","","","10.3110103607178","12.8325500488281","15.476900100708","","","15.1502599716187","13.988450050354","13.6581296920776","13.3425102233887","13.2912998199463","14.0350799560547","","","16.8150806427002","17.5307102203369","18.0609798431396","19.3462009429932","20.0464992523193","","","","","","28.3322792053223","28.9506607055664","29.5145092010498","31.5312900543213","32.1348991394043","34.1165008544922","36.9514694213867","36.9006195068359","","41.8025512695313","44.7067909240723","45.0342788696289","50.4398193359375","48.3153686523438","53.7587890625","55.9493217468262","59.123119354248","65.4750595092773","68.9047775268555","71.7628326416016","75.801513671875","78.3794784545898","80.7368087768555","81.961051940918","82.4612808227539","84.1182403564453","86.0681228637695","","",
"Chile","CHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28372001647949","4.35434007644653","5.23668003082275","3.09738993644714","2.72604990005493","2.88217997550964","2.11232995986938","1.28684997558594","2.17895007133484","3.31977009773254","5.03872013092041","5.29436016082764","3.8655800819397","","",
"Chile","CHL","Progression to secondary school, male (%)","SE.SEC.PROG.MA.ZS","","","","","","","","","","","91.95038","91.96055","89.91431","89.09581","87.3777","85.77748","91.72373","","","","","","94.08738","","","","","","","","","","","","","","97.96823","","","","","","","","","","","","","","95.69367","96.68376","96.45688","96.70423","96.74968","96.98251","97.39707","","","","","",
"Chile","CHL","Secondary education, pupils (% female)","SE.SEC.ENRL.FE.ZS","","","","","","","","","","","51.57016","51.05926","51.03147","51.30966","51.97456","51.84852","52.29745","51.76297","51.61851","51.85254","51.6878","51.9614","50.96123","50.89203","50.70738","50.81205","50.68494","","","50.50394","50.6744","49.71042","49.99266","50.62499","","","","","50.1963","50.13026","49.72374","","49.59507","49.47685","49.49968","49.46203","49.64153","49.76698","49.77688","49.84452","49.87867","49.88021","50.00076","49.37138","49.34039","49.28201","49.28981","49.24016","","","","",
"Chile","CHL","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11209011077881","2.62959003448486","4.14710998535156","2.83060002326965","3.36331009864807","3.50799989700317","3.94692993164063","3.89989995956421","3.70605993270874","3.06314992904663","2.26992011070251","1.28386998176575","0.46204000711441","","",
"Chile","CHL","Repeaters, primary, female (% of female enrollment)","SE.PRM.REPT.FE.ZS","","","","","","","","","","","10.61648","7.95049","8.47696","11.27796","11.50219","11.91383","11.72537","13.7347","","","","","","6.78374","","","","","","","","","","","","","","3.36409","","","","","","","","","","","","","","3.67979","3.51158","3.35812","3.02898","2.66528","2.45335","2.19078","","","","",
"Chile","CHL","School enrollment, primary (% net)","SE.PRM.NENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.39165","95.90266","94.26372","95.45718","94.8","94.51162","93.65419","93.42186","93.43477","94.0068","94.74067","","","","",
"Chile","CHL","Primary completion rate, female (% of relevant age group)","SE.PRM.CMPT.FE.ZS","","","","","","","","","","","80.027229309082","87.7486267089844","92.2013092041016","93.8587112426758","91.8962173461914","92.2643280029297","94.5087432861328","91.182861328125","","","","","","98.1633911132813","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8225936889648","98.9162063598633","98.2772369384766","98.8992309570313","96.8377838134766","94.9173812866211","94.130126953125","95.7505722045898","97.6940002441406","","",
"Chile","CHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","91.4805374145508","","","","","","","","","","94.5630722045898","","","","","","","","","","95.7964096069336","","","","","","97.7024993896484","97.8893585205078","","96.8987808227539","","96.3880081176758","","97.0246887207031","","96.4806289672852","","","","",
"Chile","CHL","Coverage of social safety net programs in 4th quintile (% of population)","per_sa_allsa.cov_q4_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.4924006533779","","","73.4484934943522","","72.5747099977554","","70.731779577929","","65.4602514607272","","80.33167887","","","","",
"Chile","CHL","Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)","per_allsp.ben_q1_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.93254812145877","","","9.97470163522216","","9.76678925195168","","9.46188361615922","","7.59265237353592","","8.3615673129388","","","","",
"Chile","CHL","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","-71818181.8181818","-73818181.8181818","-86727272.7272727","-91250000","-103739130.434783","-124500000","-182487179.487179","-211372549.019608","-214463768.115942","-228662790.697674","-199000000","-118581967.213115","-59399038.4615385","-109664804.469274","-184508097.165992","-284224114.052953","-326004053.639847","-365029377.901578","-488935644.346178","-675324451.006711","-929900000","-1463500000","-1921137104.69456","-1747463034.64907","-2024748598.70024","-2083196568.44461","-1937702793.75939","-1751966637.80138","-1977719276.76421","-1991563963.28901","-1759357166.28403","-1959813298.20743","-1920558221.63385","-1706430462.42918","-2551944404.7789","-2788502154.90082","-2505707424.74589","-2611680222.2589","-1835596590.92606","-2146841464.57119","-2736318632.77809","-2348164877.05843","-2703781672.56378","-4601345993.02506","-8134552289.89357","-10641519601.397","-18777188792.2201","-19363962457.3312","-13979422798.3847","-11762204079.5556","-15422541861.622","-17985017259.6848","-13974685153.0339","-14080996636.3389","-9982659806.82237","-7347922175.07889","-7814860301.58694","-11457597456.1789","-13466389355.4004","-10099586442.4098","-10935023819.3777","",
"Chile","CHL","GNI (constant 2015 US$)","NY.GNP.MKTP.KD","26626321700.7814","28071175818.2952","29184348325.213","30894631942.3866","31657298034.773","31854332719.9467","35266914040.2485","36396534358.952","37708137696.9923","39259669193.3792","40213092859.8252","44457024851.3411","44239007198.9736","41951251524.2319","42802822406.8607","36474863107.7782","38047594900.7286","42245689306.5263","45343869165.2962","49142218915.3057","53061166088.9244","56074003146.7516","48499623643.4387","45565093021.27","46974130874.8116","48151797635.0904","51440363453.0613","55829017354.0838","59918576327.9879","66446964338.4932","69529917099.8317","75030784374.6242","84126479442.3319","90228523128.9764","93834286300.1364","102658981696.039","110251514440.345","118572863148.465","124610686273.439","123385485245.504","129247303064.235","133799224105.743","137286869734.405","139931929464.262","146350066260.67","153621664515.448","155910290677.033","165021328119.593","179051358161.239","177392728647.078","186906880128.736","198227057903.315","213321368955.234","222418898205.695","229182770835.513","236571157262.145","240243015723.558","240384461200.278","248429824009.663","253156466538.798","236351044729.006","",
"Chile","CHL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","0.55588425803653","0.610647842844075","0.702839895976062","1.04840359798807","1.55969464472041","2.14526619461785","3.01363029299733","3.84095258519273","5.22269280612822","7.48475061151315","10.5413357314742","13.3551234893967","24.4029424936966","117.426126506905","921.441089643749","3533.23186349342","12546.5910827642","27535.1885605648","45651.8864314851","72163.17981085","99167.788446803","116204.707270407","109788.080195444","134686.94064598","159993.756172827","232326.90304292","292840.989317469","386228.826788944","496595.557372394","610929.741473117","760581.220211476","979060.170889694","1214720.6243042","1428811.42112254","1690894.75442715","2026414.49868381","2205564.20084584","2409091.54569396","2507006.08811801","2522418.06538309","2737859.21235305","2904593.16866105","3063199.04162941","3299750.55807684","3775948.57852453","4253409.51341331","5018813.45942925","5487102.26088637","5617229.83065317","5725767.10396695","6535291.31639538","7079554.10522483","7468083.98016581","7846577.09676026","8367572.11947355","8879191.23589248","9310600.10759313","9731739.46615811","10188698.370167","10361912.7261097","10489131.8271942","",
"Chile","CHL","Gross value added at basic prices (GVA) (current US$)","NY.GDP.FCST.CD","3991470105.50996","4473099998.1025","5255250993.38814","5512975433.27556","5847027391.63548","5880522296.68225","6852764780.6658","6783012641.32425","6960507284.68662","8152526703.96357","8824655695.41057","10610681146.4501","11565725633.2291","16378421531.6554","15634242957.998","7341921826.59043","9944723217.28552","13284073640.9017","15165885210.0896","20613836603.8912","27422591934.2754","32414782052.9297","24120080773.0189","19187605611.5918","18169726924.8004","16386907616.9238","16762722958.8998","19753279797.2949","23623618016.8464","27173128051.341","29817973069.9255","34126510403.1842","41193153065.2546","43806617610.164","51100604936.2178","65996416513.5973","70792554004.8643","77293176755.6493","73770592270.2657","68331730425.9719","70772337162.8353","64660285262.2443","63411720973.4052","69284014649.596","91062912858.1699","112529159471.765","142704964826.835","159967300049.024","164403406148.048","158830509580.171","201249777900.935","231718364144.659","244358420161.617","254783238198.829","238299919815.42","222716697133.912","229100880993.359","253112528761.606","271580872280.081","255627053006.654","232116512738.406","",
"Chile","CHL","Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","","","","","","","","","","","","12.3522030832656","3.00206480511494","-7.36479820562167","-12.718443316413","-21.2630143224495","7.54780316879055","12.7188537137407","7.18527337721167","9.09381506929957","5.7198665707533","6.25250711776376","-14.6053922123429","-5.90888334520272","-3.85141271618974","-4.02113877757074","9.34257276187222","11.3351746255371","10.3507350782289","8.51752488613906","4.66629101777617","12.9992221485979","13.2453331686683","7.0930107510643","7.99714548654997","13.929366016634","6.0571993836988","8.49477614554972","5.62231865270819","-0.438291293664932","2.99710784998281","3.71239161086159","2.76096840682128","3.47969935753309","7.14690144648731","8.66232082352263","1.45880847978303","9.02816787518461","2.25171529640897","8.4516760482086","6.82320743938705","7.25887818182711","7.27761258065193","4.19926565238123","5.07354006960645","3.57717101303585","0.338299518793178","0.152083135385723","0.222108218301457","2.71405341788784","-2.71080722010247","",
"Chile","CHL","Adjusted savings: net forest depletion (current US$)","NY.ADJ.DFOR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Chile","CHL","Food, beverages and tobacco (% of value added in manufacturing)","NV.MNF.FBTO.ZS.UN","","","","25.1497005988024","25.3968253968254","23.9690721649485","24.7787610619469","24","17.8660049627792","17.7521008403361","16.8515205724508","16.3118606580039","20.341368995249","20.5166952428003","17.946664293554","21.8188105117566","21.8944545541615","26.1114556091774","28.3910760708885","26.7272798967998","26.6559354203205","25.8476581568582","29.1468548968807","27.6596490471209","26.8703913230073","25.1974037164995","26.4836806057408","25.7641084383352","25.0479126635137","24.3331594167871","25.3428198276065","27.9817947174846","28.1000832347151","28.4207856014169","28.8207246789802","","","","","","","","","","","","","","","","","","","40.3434624662942","39.1413168122985","27.9912258407842","39.367728371102","41.2551269184795","38.3336806814865","38.3336806821757","","",
"Chile","CHL","Financial intermediary services indirectly Measured (FISIM) (current LCU)","NV.FSM.TOTL.CN","61481.3599062134","71969.8601544563","81181.7908334808","104784.517619873","164525.955826352","268299.853268844","371555.867579909","487392.875981714","705902.290221621","1229753.98317809","1986743.76174848","2239961.25658573","4511842.18328209","25182762.8381442","232699959.045641","1105887349.56388","3505761996.41383","9564858893.74523","14814611932.9946","32014389664.0489","58805413818.719","84788488982.9445","86589241292.9488","49637745694.7631","42555610700.9384","123745239021.569","249884701869.117","320845443850.672","312128633732.411","373038182354.914","457659237089.197","401551027300","508575384900","697281701600","894251052000","1027870222800","","","","","","","","","","","","","","","","","","","","","","","","","","",
